0.006852978,3.974577269,0.024593592,1.80E-05,0.018670766,4.70E-05,0
0.003296062,2.830705529,0.020816163,0.008649394,0.01309584,1.09E-05,0
0.002289925,2.085442512,0.00864545,2.60E-05,0.004701948,5.24E-06,0
0.014612423,5.563720158,0.051666464,-0.013613594,0.000628765,0.000213523,2
0.051441089,1.498705703,0.10918009,-0.035653901,0.04406227,0.002646186,1
0.003145781,2.279735313,-0.025667257,-0.036354072,-0.032790778,9.90E-06,0
0.003698372,2.037748463,-0.012369389,-0.025510202,-0.018012135,1.37E-05,0
0.000906222,2.49050768,-0.011750164,-0.014605751,-0.012712837,8.21E-07,0
0.001956602,1.590833261,-0.008491733,-0.014175954,-0.010729158,3.83E-06,0
0.001212669,2.625803902,-0.005392657,-0.01004761,-0.007210472,1.47E-06,0
0.001815212,2.401187504,-0.003825109,-0.010056492,-0.006045443,3.29E-06,0
0.000677014,4.116930412,-0.000705421,-0.00400931,-0.002154798,4.58E-07,0
0.001888608,2.134429626,-0.000491485,-0.006340796,-0.00269539,3.57E-06,0
0.001252689,2.026318561,-0.000634823,-0.004514963,-0.002135647,1.57E-06,0
0.002105085,1.496292814,0.001476786,-0.004424007,-0.001901624,4.43E-06,0
0.017871174,1.500596527,0.042230355,-0.007768538,0.014500745,0.000319379,1
0.0098667,3.722726505,0.016011568,-0.016668114,-0.009427826,9.74E-05,0
0.00552481,1.912504501,0.005660722,-0.01218893,-0.00173927,3.05E-05,0
0.001272197,2.825333125,0.010853172,0.005810805,0.007977692,1.62E-06,0
0.00105346,3.254699172,0.010726603,0.006163986,0.007710159,1.11E-06,0
0.002256129,1.403435565,0.007820501,0.001151004,0.004449974,5.09E-06,0
0.001037405,1.650417808,0.004425346,0.001170859,0.002886357,1.08E-06,0
0.000862089,2.263023667,0.002192969,-0.001117729,0.000552279,7.43E-07,0
0.001082045,2.777709668,0.00306602,-0.001390268,0.000762016,1.17E-06,0
0.000877348,1.689935025,-0.00144863,-0.004275004,-0.002919689,7.70E-07,0
0.000940384,2.234874586,-0.00226534,-0.005210149,-0.003321572,8.84E-07,0
0.054721502,1.490282101,0.123750219,-0.014308844,0.039344694,0.002994443,1
0.042950828,3.282854095,0.104381136,-0.039021178,-0.007655826,0.001844774,2
0.005814587,1.700023364,-0.019254021,-0.038031294,-0.029249772,3.38E-05,0
0.003076023,1.944603585,-0.008430065,-0.019086454,-0.012586239,9.46E-06,0
0.001854632,1.450102767,-0.002858355,-0.00835983,-0.005428559,3.44E-06,0
0.000928506,2.129397576,-0.001279577,-0.00465879,-0.00294456,8.62E-07,0
0.002749579,1.782251766,-0.004713801,-0.013357161,-0.008571279,7.56E-06,0
0.00427736,1.435063949,0.003963493,-0.00758833,-0.001928405,1.83E-05,0
0.001438697,2.025551401,0.008199665,0.003416261,0.005881476,2.07E-06,0
0.000616184,1.998371049,0.008111771,0.005837154,0.007020198,3.80E-07,0
0.002059898,1.950621999,0.007114156,0.000489544,0.004516215,4.24E-06,0
0.002457554,2.609897741,0.004501633,-0.003753619,0.001462551,6.04E-06,0
0.00307226,4.450319516,0.010363252,-0.003763655,-0.000830106,9.44E-06,0
0.033989745,1.824583365,0.101315925,-0.009484072,0.057564889,0.001155303,1
0.003874203,6.246108995,-0.01048157,-0.030278294,-0.025373671,1.50E-05,0
0.002687796,1.790525562,-0.014811835,-0.023225489,-0.018641631,7.22E-06,0
0.001376557,1.866564138,-0.01019512,-0.014887383,-0.01260584,1.89E-06,0
0.001778038,3.209440487,-0.002161094,-0.009967917,-0.004683576,3.16E-06,0
0.001324801,2.507103055,-0.000235791,-0.004636583,-0.003058397,1.76E-06,0
0.001493226,2.526677533,0.000806409,-0.004904902,-0.001697002,2.23E-06,0
0.001882705,2.069667115,0.003698336,-0.002075013,0.001543365,3.54E-06,0
0.001472461,1.684048493,0.002091887,-0.002511651,-0.000194835,2.17E-06,0
0.001341919,3.237480367,0.001651118,-0.004085051,-0.000623046,1.80E-06,0
0.028406909,4.123329251,0.093017061,-0.005637946,0.013146536,0.000806952,2
0.051027563,1.397949011,0.108684173,-0.026080343,0.033320534,0.002603812,1
